Registry,Assignment,Organization Name,Organization Address
MA-M,10DCB69,"Fuzhou Rockchip Electronics Co.,Ltd","No. 18 Building, A District, No.89,software Boulevard Fuzhou,Fujian,PRC Fuzhou FuJian CN 350003 "
